rhyme_class(sara|mat)	word	raw_sara	raw_mat	norm_class	old_sara	old_mat	old_differs	tags	source
อา|กา	สมา	อา	กา	-	อา	กา	N	-	classical
อา|กา	ส่า	อา	กา	-	อา	กา	N	-	classical
อา|กา	หญ้า	อา	กา	-	อา	กา	N	-	classical
อา|กา	หว้า	อา	กา	-	อา	กา	N	-	classical
อา|กา	หา	อา	กา	-	อา	กา	N	-	classical
อา|กา	อาร์	อา	กา	-	อา	กา	N	karun	dict
อา|กา	ฮา	อา	กา	-	อา	กา	N	-	classical
อา|กา	ฮาร์	อา	กา	-	อา	Cant find Marttra in this word	Y	karun	dict
อา|กา	เอ๊าะ	อา	กา	-	อา	กา	N	-	dict
อา|เกย	กาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	กายส์	อา	เกย	-	อา	เกย	N	karun	dict
อา|เกย	ก่าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ขนาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ขยาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ขาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	คราย	อา	เกย	-	อา	เกย	N	-	dict
อา|เกย	ควาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	คาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ค่าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	งาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	จายน์	อา	เกย	-	อา	เกย	N	karun	dict
อา|เกย	จ่าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ชาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ซาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ซ้าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ดาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ด้าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ตราย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ต่าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ถ่าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ทนาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ทราย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ทลาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ทาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	นาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	บ้าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ป่าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ป้าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ฝ่าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	พลาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	พาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	พ่าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ฟาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ฟ่าย	อา	เกย	-	อา	เกย	N	-	dict
อา|เกย	มายด์	อา	เกย	-	อา	เกย	N	karun	dict
อา|เกย	ม่าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ม้าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ยาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	รายด์	อา	เกย	-	อา	เกย	N	karun	dict
อา|เกย	ร่าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	วาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ว่าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ว้าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	สบาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	สยาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	สลาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	สวาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	สหาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ส่าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	หงาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	หน่าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	หมาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	หม้าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	หร่าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	หวาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	หาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	อบาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	อาย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	อ้าย	อา	เกย	-	อา	เกย	N	-	classical
อา|เกย	ฮาย	อา	เกย	-	อา	เกย	N	-	dict
อา|เกอว	กราว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	กราวด์	อา	เกอว	-	อา	เกอว	N	karun	dict
อา|เกอว	กราวน์	อา	เกอว	-	อา	เกอว	N	karun	dict
อา|เกอว	กล่าว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	กาว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	กาวน์	อา	เกอว	-	อา	เกอว	N	karun	dict
อา|เกอว	ก้าว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	ก๊าว	อา	เกอว	-	อา	เกอว	N	-	dict
อา|เกอว	ขาว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	ข่าว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	ข้าว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	คราว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	คราวน์	อา	เกอว	-	อา	เกอว	N	karun	dict
อา|เกอว	คาว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	ง้าว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	จาว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	จ๊าว	อา	เกอว	-	อา	เกอว	N	-	dict
อา|เกอว	ฉาว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	ชาว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	ซาวด์	อา	เกอว	-	อา	เกอว	N	karun	dict
อา|เกอว	ซาวน์	อา	เกอว	-	อา	เกอว	N	karun	dict
อา|เกอว	ซ่าว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	ดาว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	ดาวน์	อา	เกอว	-	อา	เกอว	N	karun	dict
อา|เกอว	ด้าว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	ด๋าว	อา	เกอว	-	อา	เกอว	N	-	dict
อา|เกอว	ทาวน์	อา	เกอว	-	อา	เกอว	N	karun	dict
อา|เกอว	ท้าว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	นาว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	น้าว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	บราวน์	อา	เกอว	-	อา	เกอว	N	karun	dict
อา|เกอว	บาว	อา	เกอว	-	อา	เกอว	N	-	dict
อา|เกอว	บ่าว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	ป่าว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	ผ่าว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	พราว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	พร้าว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	พาว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	ฟาล์ว	อา	เกอว	-	อา	เกอว	N	karun	dict
อา|เกอว	ฟาว	อา	เกอว	-	อา	เกอว	N	-	dict
อา|เกอว	ฟาวน์	อา	เกอว	-	อา	เกอว	N	karun	dict
อา|เกอว	ภาว	อา	เกอว	-	อา	เกอว	N	-	dict
อา|เกอว	ยาว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	ราว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	ราวด์	อา	เกอว	-	อา	เกอว	N	karun	dict
อา|เกอว	ร้าว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	ลาว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	วาล์ว	อา	เกอว	-	อา	เกอว	N	karun	dict
อา|เกอว	วาว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	ว้าว	อา	เกอว	-	อา	เกอว	N	-	dict
อา|เกอว	ศาว	อา	เกอว	-	อา	เกอว	N	-	dict
อา|เกอว	สภาว	อา	เกอว	-	อา	เกอว	N	-	dict
อา|เกอว	สาว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	หนาว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	หน่าว	อา	เกอว	-	อา	เกอว	N	-	dict
อา|เกอว	หลาว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	หาว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	ห้าว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	อ่าว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	อ้าว	อา	เกอว	-	อา	เกอว	N	-	classical
อา|เกอว	อ๊าว	อา	เกอว	-	อา	เกอว	N	-	dict
อำ|กา	กรรม	อำ	กม	N2	อำ	กม	N	sara_norm	classical
อำ|กา	กรัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	กล่ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	กล้ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	กัม	อะ	กม	N2	อะ	กม	N	sara_norm	classical
อำ|กา	กัมป์	อะ	กม	N2	อะ	กม	N	karun|sara_norm	dict
อำ|กา	กั่ม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	กั้ม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	กั๊ม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	กำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ขนำ	อำ	กา	-	อำ	กา	N	-	dict
อำ|กา	ขม้ำ	อำ	กา	-	อำ	กา	N	-	dict
อำ|กา	ขย้ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ขัมภ์	อะ	กม	N2	อะ	กม	N	karun|sara_norm	dict
อำ|กา	ครำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	คร่ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	คร้ำ	อำ	กา	-	อำ	กา	N	-	dict
อำ|กา	คลัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	คลำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	คล่ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	คล้ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	คว่ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	คัม	อะ	กม	N2	อะ	กม	N	sara_norm	classical
อำ|กา	คัมน์	อะ	กม	N2	อะ	กม	N	karun|sara_norm	dict
อำ|กา	คัมป์	อะ	กม	N2	อะ	กม	N	karun|sara_norm	dict
อำ|กา	คั่ม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	ค่ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ฆัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	ง่ำ	อำ	กา	-	อำ	กา	N	-	dict
อำ|กา	จัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	จัมป์	อะ	กม	N2	อะ	กม	N	karun|sara_norm	dict
อำ|กา	จั้ม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	จำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	จ้ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	จ๋ำ	อำ	กา	-	อำ	กา	N	-	dict
อำ|กา	ฉนำ	อำ	กา	-	อำ	กา	N	-	dict
อำ|กา	ฉำ	อำ	กา	-	อำ	กา	N	-	dict
อำ|กา	ฉ่ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ชำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ช่ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ช้ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ซัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	ซั่ม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	ซำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ณัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	ดรัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	ด้ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ตรัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	ตรำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ตัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	ตัมภ์	อะ	กม	N2	อะ	กม	N	karun|sara_norm	dict
อำ|กา	ตำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ถลำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ถัมถ์	อะ	กม	N2	อะ	กม	N	karun|sara_norm	classical
อำ|กา	ทรัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	ทำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ธรรม	อำ	กม	N2	อำ	กม	N	sara_norm	classical
อำ|กา	ธำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	นัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	นั่ม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	นำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	น้ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	บัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	บั้ม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	บำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ปรัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	ปรำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ปั้ม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	ปั๊ม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	ปำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ป้ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ผลัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	พรำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	พร่ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	พล้ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	พำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ภัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	ภัมภ์	อะ	กม	N2	อะ	กม	N	karun|sara_norm	dict
อำ|กา	มัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	ยำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ย่ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ย้ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	รัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	รัมภ์	อะ	กม	N2	อะ	กม	N	karun|sara_norm	dict
อำ|กา	รัมย์	อะ	กม	N2	อะ	กม	N	karun|sara_norm	dict
อำ|กา	รั่ม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	รำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ร่ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ลัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	ลัมน์	อะ	กม	N2	อะ	กม	N	karun|sara_norm	dict
อำ|กา	ลัมพ์	อะ	กม	N2	อะ	กม	N	karun|sara_norm	dict
อำ|กา	ลั่ม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	ลำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ล่ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ล้ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	สกรรม	อำ	กม	N2	อำ	กม	N	sara_norm	dict
อำ|กา	สม่ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	สลัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อำ|กา	สัม	อะ	กม	N2	อะ	กม	N	sara_norm	classical
อำ|กา	สำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ส่ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	หกรรม	อำ	กม	N2	อำ	กม	N	sara_norm	dict
อำ|กา	หงำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	หนำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	หน่ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	หล่ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	หวำ	อำ	กา	-	อำ	กา	N	-	dict
อำ|กา	หำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ห่ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ห้ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	อธรรม	อำ	กม	N2	อำ	กม	N	sara_norm	dict
อำ|กา	อัม	อะ	กม	N2	อะ	กม	N	sara_norm	classical
อำ|กา	อ้ำ	อำ	กา	-	อำ	กา	N	-	classical
อำ|กา	ฮัม	อะ	กม	N2	อะ	กม	N	sara_norm	dict
อิ|กก	กริ๊ก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	กิคห์	อิ	กก	-	อิ	กก	N	karun	dict
อิ|กก	กิ๊กส์	อิ	กก	-	อิ	กก	N	karun	dict
อิ|กก	ขลิก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	ขิก	อิ	กก	-	อิ	กก	N	-	classical
อิ|กก	คริก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	คริค	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	คลิก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	คลิ๊ก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	คิก	อิ	กก	-	อิ	กก	N	-	classical
อิ|กก	จิก	อิ	กก	-	อิ	กก	N	-	classical
อิ|กก	จิกซ์	อิ	กก	-	อิ	กก	N	karun	dict
อิ|กก	จิกส์	อิ	กก	-	อิ	กก	N	karun	dict
อิ|กก	จิค	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	จิ๊ก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	ชิก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	ชิค	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	ซิก	อิ	กก	-	อิ	กก	N	-	classical
อิ|กก	ซิกซ์	อิ	กก	-	อิ	กก	N	karun	dict
อิ|กก	ญิก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	ติ๊ก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	ถิก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	ทริก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	ทริค	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	ทิก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	นิก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	นิกส์	อิ	กก	-	อิ	กก	N	karun	dict
อิ|กก	บิค	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	ปิค	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	พริก	อิ	กก	-	อิ	กก	N	-	classical
อิ|กก	พลิก	อิ	กก	-	อิ	กก	N	-	classical
อิ|กก	พลิกซ์	อิ	กก	-	อิ	กก	N	karun	dict
อิ|กก	พิค	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	พิฆ	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	พิฆน์	อิ	กก	-	อิ	กก	N	karun	dict
อิ|กก	พิ๊ก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	ฟิก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	ฟิกส์	อิ	กก	-	อิ	กก	N	karun	dict
อิ|กก	ฟิค	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	ภิก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	ภิกษ์	อิ	กก	-	อิ	กก	N	karun	dict
อิ|กก	มิก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	มิกซ์	อิ	กก	-	อิ	กก	N	karun	dict
อิ|กก	มิกส์	อิ	กก	-	อิ	กก	N	karun	dict
อิ|กก	มิค	อิ	กก	-	อิ	กก	N	-	classical
อิ|กก	มิคส์	อิ	กก	-	อิ	กก	N	karun	dict
อิ|กก	ริก	อิ	กก	-	อิ	กก	N	-	classical
อิ|กก	ริกล์	อิ	กก	-	อิ	กก	N	karun	dict
อิ|กก	ริกส์	อิ	กก	-	อิ	กก	N	karun	dict
อิ|กก	ริคส์	อิ	กก	-	อิ	กก	N	karun	dict
อิ|กก	ลิค	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	วณิก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	วิก	อิ	กก	-	อิ	กก	N	-	classical
อิ|กก	วิค	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	สติก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	สติ๊ก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	สิกส์	อิ	กก	-	อิ	กก	N	karun	dict
อิ|กก	หงิก	อิ	กก	-	อิ	กก	N	-	dict
อิ|กก	หยิก	อิ	กก	-	อิ	กก	N	-	classical
อิ|กก	หลิก	อิ	กก	-	อิ	กก	N	-	classical
อิ|กก	อิก	อิ	กก	-	อิ	กก	N	-	classical
อิ|กง	กริ่ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	กริ๊ง	อิ	กง	-	อิ	กง	N	-	dict
อิ|กง	กิงค์	อิ	กง	-	อิ	กง	N	karun	dict
อิ|กง	กิ้ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	คลิ้ง	อิ	กง	-	อิ	กง	N	-	dict
อิ|กง	คิง	อิ	กง	-	อิ	กง	N	-	dict
อิ|กง	คิงก์	อิ	กง	-	อิ	กง	N	karun	dict
อิ|กง	คิงส์	อิ	กง	-	อิ	กง	N	karun	dict
อิ|กง	จิ้ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	ชิง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	ซิงค์	อิ	กง	-	อิ	กง	N	karun	dict
อิ|กง	ซิงต์	อิ	กง	-	อิ	กง	N	karun	dict
อิ|กง	ซิ้งค์	อิ	กง	-	อิ	กง	N	karun	dict
อิ|กง	ดิง	อิ	กง	-	อิ	กง	N	-	dict
อิ|กง	ดิ้ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	ดิ้งส์	อิ	กง	-	อิ	กง	N	karun	dict
อิ|กง	ติง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	ติงค์	อิ	กง	-	อิ	กง	N	karun	dict
อิ|กง	ติงส์	อิ	กง	-	อิ	กง	N	karun	dict
อิ|กง	ติ่ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	ติ้ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	ทิง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	ทิ้ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	นิง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	นิ่ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	ปลิง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	ปิ้ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	ผิง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	พิงค์	อิ	กง	-	อิ	กง	N	karun	dict
อิ|กง	ฟิงค์	อิ	กง	-	อิ	กง	N	karun	dict
อิ|กง	ภิง	อิ	กง	-	อิ	กง	N	-	dict
อิ|กง	มิง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	มิงค์	อิ	กง	-	อิ	กง	N	karun	classical
อิ|กง	มิงส์	อิ	กง	-	อิ	กง	N	karun	dict
อิ|กง	มิ่ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	ยิง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	ยิ่ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	ริง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	ริงก์	อิ	กง	-	อิ	กง	N	karun	dict
อิ|กง	ริ่ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	ลิง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	ลิงก์	อิ	กง	-	อิ	กง	N	karun	dict
อิ|กง	ลิงค์	อิ	กง	-	อิ	กง	N	karun	dict
อิ|กง	ลิ่ง	อิ	กง	-	อิ	กง	N	-	dict
อิ|กง	วิง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	สปริง	อิ	กง	-	อิ	กง	N	-	dict
อิ|กง	สมิง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	สวิง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	สิงห์	อิ	กง	-	อิ	กง	N	karun	classical
อิ|กง	สิ่ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	หงิง	อิ	กง	-	อิ	กง	N	-	dict
อิ|กง	หนิง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	หยิ่ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	หริ่ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	หิ่ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	หิ้ง	อิ	กง	-	อิ	กง	N	-	dict
อิ|กง	อหิง	อิ	กง	-	อิ	กง	N	-	dict
อิ|กง	อิงค์	อิ	กง	-	อิ	กง	N	karun	dict
อิ|กง	อิงส์	อิ	กง	-	อิ	กง	N	karun	dict
อิ|กง	อิ่ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กง	อิ้ง	อิ	กง	-	อิ	กง	N	-	classical
อิ|กด	กฤษ	อิ	กด	-	อึ	กด	Y	rue	classical
อิ|กด	กิด	อิ	กด	-	อิ	กด	N	-	classical
อิ|กด	กิร์ต	อิ	กด	-	อิ	กด	N	karun	dict
อิ|กด	ขนิษ	อิ	กด	-	อิ	กด	N	-	classical
อิ|กด	ขนิษฐ	อิ	กด	-	อิ	กด	N	-	dict
อิ|กด	คณิต	อิ	กด	-	อิ	กด	N	-	dict
อิ|กด	คริส	อิ	กด	-	อิ	กด	N	-	dict
