id        	 kind    	 rule    	 story             	 chapter              	 row	 orig_w1                              	 orig_w2                                 	 orig_w3                                	 orig_w4                               	 orig_prev_w4                          	 new_w1                                	 new_w2                                  	 new_w3                                 	 new_w4                                	 op            	 candidate  	 broken_rules                       	 tag                       	 both_normalize
neg_000840	 negative	 r1_w1_w2	 khobut            	 khobut_9             	   1	 พระบิตุรงค์ทรงฤทธิ์นั้นคิดฆ่า                 	 ฝ่ายเทวาป้องปัดไม่ตัดษัย                      	 เราก็ผิดคิดด่วนทำกวนใจ                     	 ด้วยมิได้เกรงการที่ท่านมา                   	 ท่านผู้ปรีชามนต์เป็นพ้นใจ                    	 พระบิตุรงค์ทรงฤทธิ์นั้นคิดนีฤ                  	 ฝ่ายเทวาป้องปัดไม่ตัดษัย                      	 เราก็ผิดคิดด่วนทำกวนใจ                     	 ด้วยมิได้เกรงการที่ท่านมา                   	 C0_same_mattra	 นีฤ         	 r1_w1_w2                           	 -                         	 N
neg_000841	 negative	 r1_w1_w2	 khobut            	 khobut_9             	   2	 ทั้งสองข้างต่างกลุ้มอย่าคุมแค้น               	 ช่วยทูลแทนด้วยเถิดเจ้าเหมือนเราว่า             	 เราก็ปิ่นจักรพรรดิกระษัตรา                   	 ชื่อโคบุตรสุริยาสวัสดี                       	 ด้วยมิได้เกรงการที่ท่านมา                   	 ทั้งสองข้างต่างกลุ้มอย่าคุมสีน                 	 ช่วยทูลแทนด้วยเถิดเจ้าเหมือนเราว่า             	 เราก็ปิ่นจักรพรรดิกระษัตรา                   	 ชื่อโคบุตรสุริยาสวัสดี                       	 C0_same_mattra	 สีน         	 r1_w1_w2,r2_w2_w3,r3_w3_w4         	 -                         	 N
neg_000842	 negative	 r1_w1_w2	 khobut            	 khobut_9             	   3	 ขอทูลลาพาน้องไปอุปภิเษก                  	 เป็นองค์เอกอัคเรศเจริญศรี                    	 ถ้าสมเด็จพระบิดาจะปรานี                    	 เชิญภูมีจงแจ้งไปแต่งงาน                    	 ชื่อโคบุตรสุริยาสวัสดี                       	 ขอทูลลาพาน้องไปอุปภิฮาก                   	 เป็นองค์เอกอัคเรศเจริญศรี                    	 ถ้าสมเด็จพระบิดาจะปรานี                    	 เชิญภูมีจงแจ้งไปแต่งงาน                    	 C0_same_mattra	 ฮาก        	 r1_w1_w2                           	 -                         	 N
neg_000843	 negative	 r1_w1_w2	 khobut            	 khobut_9             	   4	 เมืองพาราณสีบุรีรัตน์                      	 อยู่จังหวัดบูรพาทิศาสาร                       	 สิบห้าวันจึงจะทันวิวาห์การ                    	 แล้วอุ้มมิ่งเยาวมาลย์เสมอชนม์                	 เชิญภูมีจงแจ้งไปแต่งงาน                    	 เมืองพาราณสีบุรีหรด                       	 อยู่จังหวัดบูรพาทิศาสาร                       	 สิบห้าวันจึงจะทันวิวาห์การ                    	 แล้วอุ้มมิ่งเยาวมาลย์เสมอชนม์                	 C0_same_mattra	 หรด        	 r1_w1_w2                           	 -                         	 N
neg_000844	 negative	 r1_w1_w2	 khobut            	 khobut_9             	   5	 ออกบัญชรร่อนลอยไปทางสวรรค์              	 กระจ่างจันทร์แจ่มฟ้าเวหาหน                   	 สงสารนางร้างไปจากไพชยนต์                 	 แสนกังวลห่วงหลังวังเวงใจ                  	 แล้วอุ้มมิ่งเยาวมาลย์เสมอชนม์                	 ออกบัญชรร่อนลอยไปทางแคว้น                	 กระจ่างจันทร์แจ่มฟ้าเวหาหน                   	 สงสารนางร้างไปจากไพชยนต์                 	 แสนกังวลห่วงหลังวังเวงใจ                  	 C0_same_mattra	 แคว้น       	 r1_w1_w2,r3_w3_w4                  	 -                         	 N
neg_000845	 negative	 r1_w1_w2	 khobut            	 khobut_9             	   6	 ถึงบิดรมารดาคณาญาติ                     	 นุชนาฏแสนเทวษน้ำเนตรไหล                   	 พระทรงโฉมโลมนางให้สร่างใจ                	 มาถึงในสวนขวัญมิทันนาน                    	 แสนกังวลห่วงหลังวังเวงใจ                  	 ถึงบิดรมารดาคณาของด                     	 นุชนาฏแสนเทวษน้ำเนตรไหล                   	 พระทรงโฉมโลมนางให้สร่างใจ                	 มาถึงในสวนขวัญมิทันนาน                    	 C0_same_mattra	 ของด       	 r1_w1_w2                           	 -                         	 N
neg_000846	 negative	 r1_w1_w2	 khobut            	 khobut_9             	   7	 พระเคลื่อนคล้อยลอยลงตรงตำหนัก            	 ปลุกอรุณน้องรักยอดสงสาร                     	 อรุณตื่นสรงพักตร์แสนสำราญ                   	 พระแจ้งการเกิดภัยขึ้นในวัง                  	 มาถึงในสวนขวัญมิทันนาน                    	 พระเคลื่อนคล้อยลอยลงตรงตำกรอก            	 ปลุกอรุณน้องรักยอดสงสาร                     	 อรุณตื่นสรงพักตร์แสนสำราญ                   	 พระแจ้งการเกิดภัยขึ้นในวัง                  	 C0_same_mattra	 กรอก       	 r1_w1_w2                           	 -                         	 N
neg_000847	 negative	 r1_w1_w2	 khobut            	 khobut_9             	   8	 อรุณฟังบังคมพระเชษฐา                    	 แล้ววันทาอรไทเหมือนใจหวัง                   	 นางรับหัตถ์วัฒนาด้วยวาจัง                    	 อยู่พร้อมพรั่งสาลิกาสถาวร                   	 พระแจ้งการเกิดภัยขึ้นในวัง                  	 อรุณฟังบังคมพระเชษขมัว                    	 แล้ววันทาอรไทเหมือนใจหวัง                   	 นางรับหัตถ์วัฒนาด้วยวาจัง                    	 อยู่พร้อมพรั่งสาลิกาสถาวร                   	 C0_same_mattra	 ขมัว        	 r1_w1_w2                           	 -                         	 N
neg_000848	 negative	 r1_w1_w2	 khobut            	 khobut_9             	   9	 นกขุนทองป้องปีกขึ้นเหนือเกล้า               	 ลูกเห็นเจ้าแม่มาสโมสร                       	 นางโอบอุ้มสกุณาให้อาวรณ์                    	 พ่อตื่นนอนแล้วหรือพลอดฉะฉอดไป              	 อยู่พร้อมพรั่งสาลิกาสถาวร                   	 นกขุนทองป้องปีกขึ้นเหนือเผอ                 	 ลูกเห็นเจ้าแม่มาสโมสร                       	 นางโอบอุ้มสกุณาให้อาวรณ์                    	 พ่อตื่นนอนแล้วหรือพลอดฉะฉอดไป              	 C0_same_mattra	 เผอ        	 r1_w1_w2                           	 -                         	 N
neg_000849	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  10	 พระโคบุตรสุดแสนเกษมสันต์                 	 เห็นแสงจันทร์จวนจะลับเหลี่ยมไศล               	 ไก่กระชั้นขันเร่งอโณทัย                      	 ภูวไนยรับขวัญนางกัลยา                     	 พ่อตื่นนอนแล้วหรือพลอดฉะฉอดไป              	 พระโคบุตรสุดแสนเกษมฟูน                   	 เห็นแสงจันทร์จวนจะลับเหลี่ยมไศล               	 ไก่กระชั้นขันเร่งอโณทัย                      	 ภูวไนยรับขวัญนางกัลยา                     	 C0_same_mattra	 ฟูน         	 r1_w1_w2                           	 -                         	 N
neg_000850	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  11	 เอาแหวนน้อยของพระองค์บรรจงถอด          	 มาสวมสอดใส่นิ้วขนิษฐา                       	 แล้วตรัสหยอกบอกสั่งกับพังงา                  	 แม่รักษาธำมรงค์ไว้จงดี                     	 ภูวไนยรับขวัญนางกัลยา                     	 เอาแหวนน้อยของพระองค์บรรจงฉลุด           	 มาสวมสอดใส่นิ้วขนิษฐา                       	 แล้วตรัสหยอกบอกสั่งกับพังงา                  	 แม่รักษาธำมรงค์ไว้จงดี                     	 C0_same_mattra	 ฉลุด        	 r1_w1_w2                           	 -                         	 N
neg_000851	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  12	 ได้เหาะตามเชษฐาทางอากาศ               	 นางน้อมหัตถ์อภิวาทพระโฉมศรี                  	 พระตรัสชวนอรุณสกุณี                        	 จรลีจากสวนด่วนจรัล                       	 แม่รักษาธำมรงค์ไว้จงดี                     	 ได้เหาะตามเชษฐาทางอากิต                 	 นางน้อมหัตถ์อภิวาทพระโฉมศรี                  	 พระตรัสชวนอรุณสกุณี                        	 จรลีจากสวนด่วนจรัล                       	 C0_same_mattra	 กิต         	 r1_w1_w2                           	 -                         	 N
neg_000852	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  13	 ถนอมนวลชวนเหาะขึ้นอากาศ                	 ดูโอภาสเพียงเทพรังสรรค์                     	 เจ้าอรุณขุนทองประคองกัน                    	 นางแจ่มจันทร์เคียงมากับสามี                 	 จรลีจากสวนด่วนจรัล                       	 ถนอมนวลชวนเหาะขึ้นอาเผ็ด                 	 ดูโอภาสเพียงเทพรังสรรค์                     	 เจ้าอรุณขุนทองประคองกัน                    	 นางแจ่มจันทร์เคียงมากับสามี                 	 C0_same_mattra	 เผ็ด        	 r1_w1_w2                           	 -                         	 N
neg_000853	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  14	 ดาวเดือนเลื่อนลับไศลจะใกล้รุ่ง              	 รีบหมายมุ่งตรงมาพาราณสี                     	 แสนวิเวกมาในเมฆเมฆี                      	 ลับบูรีเข้าป่าพนาวัน                        	 นางแจ่มจันทร์เคียงมากับสามี                 	 ดาวเดือนเลื่อนลับไศลจะใกล้แพร่ง             	 รีบหมายมุ่งตรงมาพาราณสี                     	 แสนวิเวกมาในเมฆเมฆี                      	 ลับบูรีเข้าป่าพนาวัน                        	 C0_same_mattra	 แพร่ง       	 r1_w1_w2                           	 -                         	 N
neg_000854	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  15	 จะกลับกล่าวถึงเสนาอันสามารถ              	 เห็นภูวนาถอุ้มนางมาทางสวรรค์                 	 ให้ครั่นคร้ามขามเข็ดขยาดครัน                 	 ทั้งกำนัลฝูงนางที่ปรางค์ใน                   	 ลับบูรีเข้าป่าพนาวัน                        	 จะกลับกล่าวถึงเสนาอันสาเมษ                	 เห็นภูวนาถอุ้มนางมาทางสวรรค์                 	 ให้ครั่นคร้ามขามเข็ดขยาดครัน                 	 ทั้งกำนัลฝูงนางที่ปรางค์ใน                   	 C0_same_mattra	 เมษ        	 r1_w1_w2                           	 -                         	 N
neg_000855	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  16	 บ้างยกกรข้อนอกสะอึกสะอื้น                 	 ออกครึกครื้นไห้หาน้ำตาไหล                    	 ทั้งเสนาอำมาตย์เพียงขาดใจ                  	 ก็วิ่งไขว่รีบจรมาจากปรางค์                  	 ทั้งกำนัลฝูงนางที่ปรางค์ใน                   	 บ้างยกกรข้อนอกสะอึกสะเหม็น                	 ออกครึกครื้นไห้หาน้ำตาไหล                    	 ทั้งเสนาอำมาตย์เพียงขาดใจ                  	 ก็วิ่งไขว่รีบจรมาจากปรางค์                  	 C0_same_mattra	 เหม็น       	 r1_w1_w2                           	 -                         	 N
neg_000856	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  17	 พวกผู้หญิงวิ่งตามกันอึกทึก                   	 สะอื้นสะอึกตีอกมาผางผาง                     	 เหมือนเจ้าเซ็นเต้นหลามมาตามทาง             	 ตรงมาปรางค์จักรพรรดิกระษัตรา              	 ก็วิ่งไขว่รีบจรมาจากปรางค์                  	 พวกผู้หญิงวิ่งตามกันอึกขยี้ข                   	 สะอื้นสะอึกตีอกมาผางผาง                     	 เหมือนเจ้าเซ็นเต้นหลามมาตามทาง             	 ตรงมาปรางค์จักรพรรดิกระษัตรา              	 C0_same_mattra	 ขยี้ข        	 r1_w1_w2                           	 -                         	 N
neg_000857	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  18	 ท่านท้าวหลวิราชอนาถนิ่ง                   	 สำเนียงวิ่งก้องวังให้กังขา                     	 จากบัลลังก์เสด็จเลยมาเกยชาลา               	 เห็นเสนาสาวสนมออกกลมกัน                 	 ตรงมาปรางค์จักรพรรดิกระษัตรา              	 ท่านท้าวหลวิราชอนาถแสยง                  	 สำเนียงวิ่งก้องวังให้กังขา                     	 จากบัลลังก์เสด็จเลยมาเกยชาลา               	 เห็นเสนาสาวสนมออกกลมกัน                 	 C0_same_mattra	 แสยง       	 r1_w1_w2,rX_inter                  	 -                         	 N
neg_000858	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  19	 มนตรีวิ่งกลิ้งเกลือกมากอดบาท               	 ยังมิอาจออกนุสนธิให้อ้นอั้น                     	 พวกผู้หญิงวิ่งตามพัลวัน                       	 พระทรงธรรม์ขันขึงตะลึงแล                  	 เห็นเสนาสาวสนมออกกลมกัน                 	 มนตรีวิ่งกลิ้งเกลือกมากอดเยิด                	 ยังมิอาจออกนุสนธิให้อ้นอั้น                     	 พวกผู้หญิงวิ่งตามพัลวัน                       	 พระทรงธรรม์ขันขึงตะลึงแล                  	 C0_same_mattra	 เยิด        	 r1_w1_w2                           	 -                         	 N
neg_000859	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  20	 แล้วจึ่งมีสิงหนาทประภาษถาม                	 ก็ทูลความขึ้นระเบ็งออกเซ็งแซ่                  	 คนหนึ่งตั้งคนหนึ่งต่อออกจอแจ                  	 มันไม่แน่ตรงไหนจะใคร่ฟัง                   	 พระทรงธรรม์ขันขึงตะลึงแล                  	 แล้วจึ่งมีสิงหนาทประภาษอรุม                 	 ก็ทูลความขึ้นระเบ็งออกเซ็งแซ่                  	 คนหนึ่งตั้งคนหนึ่งต่อออกจอแจ                  	 มันไม่แน่ตรงไหนจะใคร่ฟัง                   	 C0_same_mattra	 อรุม        	 r1_w1_w2                           	 -                         	 N
neg_000860	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  21	 ครั้นสร่างโศกเสนาอันสามารถ               	 อภิวาททูลตามเนื้อความหลัง                    	 เมื่อแรกจับสัประยุทธ์สุดกำลัง                  	 จนเธอสั่งสรรพเสร็จเสด็จไป                 	 มันไม่แน่ตรงไหนจะใคร่ฟัง                   	 ครั้นสร่างโศกเสนาอันสาดวงศ                	 อภิวาททูลตามเนื้อความหลัง                    	 เมื่อแรกจับสัประยุทธ์สุดกำลัง                  	 จนเธอสั่งสรรพเสร็จเสด็จไป                 	 C0_same_mattra	 ดวงศ       	 r1_w1_w2                           	 -                         	 N
neg_000861	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  22	 ได้ฟังสารให้ระคายเสียดายยศ               	 ดังแสงกรดกรีดศอให้ตักษัย                     	 พระฮึดฮัดตรัสกริ้วเสนาใน                    	 เอ็งมิใช่ช้างงาปรีชาชน                     	 จนเธอสั่งสรรพเสร็จเสด็จไป                 	 ได้ฟังสารให้ระคายเสียดายกัท                	 ดังแสงกรดกรีดศอให้ตักษัย                     	 พระฮึดฮัดตรัสกริ้วเสนาใน                    	 เอ็งมิใช่ช้างงาปรีชาชน                     	 C0_same_mattra	 กัท         	 r1_w1_w2                           	 -                         	 N
neg_000862	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  23	 ถึงใครดีมีฤทธิ์ให้ล้นฟ้า                     	 อยู่สุธาแล้วไม่อาจขยาดย่น                     	 เวลารุ่งพรุ่งนี้จะกรีพล                       	 ตามประจญจับตัวไม่กลัวตาย                  	 เอ็งมิใช่ช้างงาปรีชาชน                     	 ถึงใครดีมีฤทธิ์ให้ล้นร่อ                      	 อยู่สุธาแล้วไม่อาจขยาดย่น                     	 เวลารุ่งพรุ่งนี้จะกรีพล                       	 ตามประจญจับตัวไม่กลัวตาย                  	 C0_same_mattra	 ร่อ         	 r1_w1_w2                           	 -                         	 N
neg_000863	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  24	 มนตรีฟังท้าวสั่งให้เตรียมทัพ                 	 ดังตามจับมัจจุราชเหมือนมาดหมาย               	 แสนขยาดหวาดหวั่นให้พรั่นกาย                 	 ทูลถวายชีวิตไม่คิดการ                      	 ตามประจญจับตัวไม่กลัวตาย                  	 มนตรีฟังท้าวสั่งให้เตรียมเกียบ                	 ดังตามจับมัจจุราชเหมือนมาดหมาย               	 แสนขยาดหวาดหวั่นให้พรั่นกาย                 	 ทูลถวายชีวิตไม่คิดการ                      	 C0_same_mattra	 เกียบ       	 r1_w1_w2                           	 -                         	 N
neg_000864	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  25	 เอาหม่อมฉันฟันเศียรเสียเอาฤกษ์             	 แล้วจึ่งเลิกพลไกรไปสังหาร                    	 พระทรงฤทธิ์เลี้ยงมาก็ช้านาน                  	 เป็นทหารชิงชัยมาหลายครั้ง                  	 ทูลถวายชีวิตไม่คิดการ                      	 เอาหม่อมฉันฟันเศียรเสียเอาพยัค              	 แล้วจึ่งเลิกพลไกรไปสังหาร                    	 พระทรงฤทธิ์เลี้ยงมาก็ช้านาน                  	 เป็นทหารชิงชัยมาหลายครั้ง                  	 C0_same_mattra	 พยัค        	 r1_w1_w2                           	 -                         	 N
neg_000865	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  26	 ทั้งร้อยเอ็ดพระนครมาอ่อนเกศ               	 เพราะพระเวทฤทธิรณพระมนต์ขลัง               	 แต่ตรงพระโคบุตรสุดกำลัง                    	 ด้วยชีวังจะมรณาแต่ราตรี                    	 เป็นทหารชิงชัยมาหลายครั้ง                  	 ทั้งร้อยเอ็ดพระนครมาอ่อนบิด                 	 เพราะพระเวทฤทธิรณพระมนต์ขลัง               	 แต่ตรงพระโคบุตรสุดกำลัง                    	 ด้วยชีวังจะมรณาแต่ราตรี                    	 C0_same_mattra	 บิด         	 r1_w1_w2                           	 -                         	 N
neg_000866	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  27	 หากเธอรักธิดาของฝ่าพระบาท               	 ข้าอำมาตย์จึ่งได้มาถึงบทศรี                    	 แล้วดูองค์ทรงภุชกับบุตรี                      	 ควรเป็นที่คู่ควรสงวนงาม                    	 ด้วยชีวังจะมรณาแต่ราตรี                    	 หากเธอรักธิดาของฝ่าพระวัต                 	 ข้าอำมาตย์จึ่งได้มาถึงบทศรี                    	 แล้วดูองค์ทรงภุชกับบุตรี                      	 ควรเป็นที่คู่ควรสงวนงาม                    	 C0_same_mattra	 วัต         	 r1_w1_w2,r2_w2_w3,r3_w3_w4         	 -                         	 N
neg_000867	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  28	 ทั้งสมทรงวงศาศักดาเดช                   	 มงกุฎเกศตรีภพจบสยาม                       	 ซึ่งพระทัยของพระองค์จะสงคราม               	 ไม่ทำตามเกล้ากระหม่อมจะยอมตาย            	 ควรเป็นที่คู่ควรสงวนงาม                    	 ทั้งสมทรงวงศาศักดาหัท                     	 มงกุฎเกศตรีภพจบสยาม                       	 ซึ่งพระทัยของพระองค์จะสงคราม               	 ไม่ทำตามเกล้ากระหม่อมจะยอมตาย            	 C0_same_mattra	 หัท         	 r1_w1_w2                           	 -                         	 N
neg_000868	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  29	 พระฟังข่าวกล่าวโฉมประโลมจิต              	 แล้วหยุดคิดดับเดือดค่อยเหือดหาย                	 เสด็จขึ้นแท่นสุวรรณพรรณราย                  	 แสนเสียดายธิดาพะงางาม                   	 ไม่ทำตามเกล้ากระหม่อมจะยอมตาย            	 พระฟังข่าวกล่าวโฉมประโลมโผช              	 แล้วหยุดคิดดับเดือดค่อยเหือดหาย                	 เสด็จขึ้นแท่นสุวรรณพรรณราย                  	 แสนเสียดายธิดาพะงางาม                   	 C0_same_mattra	 โผช        	 r1_w1_w2                           	 -                         	 N
neg_000869	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  30	 รุ่งอุทัยไขแสงทุกแหล่งหล้า                  	 สั่งให้หาโหรเฒ่าเข้ามาถาม                    	 โหรพินิจคิดคูณแล้วทูลความ                    	 นางโฉมงามคงจะมาถึงธานี                  	 แสนเสียดายธิดาพะงางาม                   	 รุ่งอุทัยไขแสงทุกแหล่งเพาะ                  	 สั่งให้หาโหรเฒ่าเข้ามาถาม                    	 โหรพินิจคิดคูณแล้วทูลความ                    	 นางโฉมงามคงจะมาถึงธานี                  	 C0_same_mattra	 เพาะ       	 r1_w1_w2                           	 -                         	 N
neg_000870	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  31	 พระฟังคำโหรทายค่อยคลายคิด               	 รัญจวนจิตจำจากนางโฉมศรี                    	 แต่ตั้งคอยธิดาอยู่ธานี                        	 เมื่อเข้าที่โศกาลงจาบัลย์                    	 นางโฉมงามคงจะมาถึงธานี                  	 พระฟังคำโหรทายค่อยคลายนารถ              	 รัญจวนจิตจำจากนางโฉมศรี                    	 แต่ตั้งคอยธิดาอยู่ธานี                        	 เมื่อเข้าที่โศกาลงจาบัลย์                    	 C0_same_mattra	 นารถ       	 r1_w1_w2                           	 -                         	 N
neg_000871	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  33	 นางสาวน้อยคอยแลละลานเนตร              	 ในขอบเขตเขาไม้ชายเฉลียง                   	 สกุณร้องก้องดงส่งสำเนียง                    	 จนแดดเที่ยงแผดเผาในอัมพร                 	 พระรับขวัญนุชน้องประคองเคียง               	 นางสาวน้อยคอยแลละลานทุษ                 	 ในขอบเขตเขาไม้ชายเฉลียง                   	 สกุณร้องก้องดงส่งสำเนียง                    	 จนแดดเที่ยงแผดเผาในอัมพร                 	 C0_same_mattra	 ทุษ         	 r1_w1_w2                           	 -                         	 N
neg_000872	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  34	 พระนำนวลชวนน้องขุนทองน้อย               	 ค่อยเลื่อนลอยลงหยุดยอดสิงขร                  	 พระชวนแก้วแววตาพะงางอน                  	 ชมนิกรปักษาในป่ารัง                       	 จนแดดเที่ยงแผดเผาในอัมพร                 	 พระนำนวลชวนน้องขุนทองเซ้ย                	 ค่อยเลื่อนลอยลงหยุดยอดสิงขร                  	 พระชวนแก้วแววตาพะงางอน                  	 ชมนิกรปักษาในป่ารัง                       	 C0_same_mattra	 เซ้ย        	 r1_w1_w2                           	 -                         	 N
neg_000873	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  35	 ทั้งแนวน้ำลำธารละหานหิน                  	 เป็นน้ำรินแผ่นผาคงคาขัง                      	 ที่ไหลเชี่ยวเป็นเกลียวกระทบดัง                	 ศิลาพังกลิ้งลั่นสะท้านดิน                     	 ชมนิกรปักษาในป่ารัง                       	 ทั้งแนวน้ำลำธารละหานเชียร                 	 เป็นน้ำรินแผ่นผาคงคาขัง                      	 ที่ไหลเชี่ยวเป็นเกลียวกระทบดัง                	 ศิลาพังกลิ้งลั่นสะท้านดิน                     	 C0_same_mattra	 เชียร       	 r1_w1_w2                           	 -                         	 N
neg_000874	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  36	 บ้างฟุ้งฟูปรูปรายเป็นเกลียวปัด               	 กระเด็นซัดทรายเม็ดเหมือนเพชรหิน              	 ที่รอยแตกแทรกซึมมารินริน                    	 แล้วภูมินทร์ชี้ชมสกุณา                       	 ศิลาพังกลิ้งลั่นสะท้านดิน                     	 บ้างฟุ้งฟูปรูปรายเป็นเกลียวบุษย์               	 กระเด็นซัดทรายเม็ดเหมือนเพชรหิน              	 ที่รอยแตกแทรกซึมมารินริน                    	 แล้วภูมินทร์ชี้ชมสกุณา                       	 C0_same_mattra	 บุษย์        	 r1_w1_w2                           	 -                         	 N
neg_000875	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  37	 ฝูงอีลุ้มแฝงพุ่มอุโลกเลียบ                   	 กระจาบเหยียบยอดพุทธรักษา                   	 นกเขานิ่งจับกิ่งกรรณิการ์                     	 อีร้าร่ารำปีกอยู่กรีดกราย                    	 แล้วภูมินทร์ชี้ชมสกุณา                       	 ฝูงอีลุ้มแฝงพุ่มอุโลกรับ                      	 กระจาบเหยียบยอดพุทธรักษา                   	 นกเขานิ่งจับกิ่งกรรณิการ์                     	 อีร้าร่ารำปีกอยู่กรีดกราย                    	 C0_same_mattra	 รับ         	 r1_w1_w2                           	 -                         	 N
neg_000876	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  38	 บ้างเหล่าสัตว์เสือสิงห์กระทิงโดด             	 กิเลนโลดเลียงผาวิ่งผันผาย                    	 นรสิงห์ลิงโลดละมั่งทราย                     	 ทั้งแรดร้ายเรียงเดินเนินลำเนา               	 อีร้าร่ารำปีกอยู่กรีดกราย                    	 บ้างเหล่าสัตว์เสือสิงห์กระทิงวัต               	 กิเลนโลดเลียงผาวิ่งผันผาย                    	 นรสิงห์ลิงโลดละมั่งทราย                     	 ทั้งแรดร้ายเรียงเดินเนินลำเนา               	 C0_same_mattra	 วัต         	 r1_w1_w2                           	 -                         	 N
neg_000877	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  39	 กระบือเปลี่ยวเที่ยวพบกับเสือโคร่ง            	 ควายก็โก่งหางรับขยับเขา                     	 เสือขยิกควายขยดกระทดเท้า                  	 เสือตรงเข้าควายขวิดด้วยจิตมุ                	 ทั้งแรดร้ายเรียงเดินเนินลำเนา               	 กระบือเปลี่ยวเที่ยวพบกับเสือกริ่ง              	 ควายก็โก่งหางรับขยับเขา                     	 เสือขยิกควายขยดกระทดเท้า                  	 เสือตรงเข้าควายขวิดด้วยจิตมุ                	 C0_same_mattra	 กริ่ง        	 r1_w1_w2                           	 -                         	 N
neg_000878	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  40	 เสียงเขาขวับกับกักพยัคฆ์กัด                 	 เสือสะบัดควายขวิดด้วยฤทธิ์ดุ                   	 เสือถูกพุงทลายควายทะลุ                     	 กำลังมุมุ่นมัวสองตัวตาย                     	 เสือตรงเข้าควายขวิดด้วยจิตมุ                	 เสียงเขาขวับกับกักพยัคฆ์ครูด                 	 เสือสะบัดควายขวิดด้วยฤทธิ์ดุ                   	 เสือถูกพุงทลายควายทะลุ                     	 กำลังมุมุ่นมัวสองตัวตาย                     	 C0_same_mattra	 ครูด        	 r1_w1_w2                           	 -                         	 N
neg_000879	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  41	 นางกระษัตริย์ทัศนาก็ผาสุก                  	 สว่างทุกข์โศกเศร้าบรรเทาหาย                 	 นางอุ้มนกอิงแอบไว้แนบกาย                   	 แล้วโฉมฉายตรัสถามเจ้าทรามเชย             	 กำลังมุมุ่นมัวสองตัวตาย                     	 นางกระษัตริย์ทัศนาก็ผาเพรียก                	 สว่างทุกข์โศกเศร้าบรรเทาหาย                 	 นางอุ้มนกอิงแอบไว้แนบกาย                   	 แล้วโฉมฉายตรัสถามเจ้าทรามเชย             	 C0_same_mattra	 เพรียก      	 r1_w1_w2                           	 -                         	 N
neg_000880	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  42	 โน่นนกแก้วแจ้วพลอดบนยอดไม้               	 ว่ากระไรนั่นสาลิกาเอ๋ย                       	 นั่นหรือเจ้าฉันจะบอกไม่หลอกเลย               	 เขาชมเชยเจ้าแม่ว่าแท้งาม                  	 แล้วโฉมฉายตรัสถามเจ้าทรามเชย             	 โน่นนกแก้วแจ้วพลอดบนยอดมู                 	 ว่ากระไรนั่นสาลิกาเอ๋ย                       	 นั่นหรือเจ้าฉันจะบอกไม่หลอกเลย               	 เขาชมเชยเจ้าแม่ว่าแท้งาม                  	 C0_same_mattra	 มู          	 r1_w1_w2                           	 -                         	 N
neg_000881	 negative	 r1_w1_w2	 khobut            	 khobut_9             	  43	 ว่าดูดู๋ขุนทองคะนองนัก                     	 เห็นว่ารักแล้วว่าเล่นไม่เกรงขาม                	 อนิจจาว่าจริงมากริ่งความ                    	 กระนั้นตามแต่จะทำให้หนำใจ                 	 เขาชมเชยเจ้าแม่ว่าแท้งาม                  	 ว่าดูดู๋ขุนทองคะนองเมก                     	 เห็นว่ารักแล้วว่าเล่นไม่เกรงขาม                	 อนิจจาว่าจริงมากริ่งความ                    	 กระนั้นตามแต่จะทำให้หนำใจ                 	 C0_same_mattra	 เมก        	 r1_w1_w2                           	 -                         	 N
